point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12,point_13,point_14,point_15,point_16,point_17,point_18,point_19,point_20,point_21,point_22,point_23,point_24,point_25,point_26,point_27,point_28,point_29,point_30,point_31,point_32,point_33,point_34,point_35,point_36,point_37,point_38,point_39,point_40,point_41,point_42,point_43,point_44,point_45,point_46,point_47,point_48,point_49,point_50,point_51,point_52,point_53,point_54,point_55,point_56,point_57,point_58,point_59,point_60,point_61,point_62,label
0.8695012331008911,0.81486976146698,-1.271926748813712e-06,0.7847101092338562,0.8065742254257202,-0.06570499390363693,0.6857433319091797,0.7618680000305176,-0.10694169253110886,0.6297025084495544,0.6986958384513855,-0.14216625690460205,0.6607411503791809,0.6182193756103516,-0.1655641496181488,0.7113499641418457,0.5406597852706909,-0.056413684040308,0.6911075711250305,0.554892897605896,-0.11374787241220474,0.7101985216140747,0.6540538668632507,-0.13370168209075928,0.7236897945404053,0.6684783101081848,-0.1435811072587967,0.7788781523704529,0.5085635781288147,-0.0538271926343441,0.7602466940879822,0.5359365344047546,-0.12281155586242676,0.7771427035331726,0.6569749712944031,-0.1304110735654831,0.7864129543304443,0.6555129289627075,-0.12298913300037384,0.8481785655021667,0.5071672797203064,-0.0618569478392601,0.8369019627571106,0.5443490743637085,-0.1308397650718689,0.8428827524185181,0.6557992100715637,-0.11456768959760666,0.8459344506263733,0.6489468812942505,-0.0901198759675026,0.9184021949768066,0.520794689655304,-0.07615352421998978,0.909398078918457,0.5548964142799377,-0.11490742862224579,0.9012715816497803,0.6431701183319092,-0.10402195155620575,0.896455705165863,0.6506121158599854,-0.08866170793771744,0
0.5762815475463867,0.499115526676178,-1.1557160632946761e-06,0.484784871339798,0.5100081562995911,-0.03266414254903793,0.3826758861541748,0.4736776053905487,-0.051960401237010956,0.3260525166988373,0.39830282330513,-0.07275780290365219,0.32902792096138,0.30634525418281555,-0.08570531755685806,0.39296242594718933,0.30972880125045776,-0.018381180241703987,0.3423207998275757,0.26643267273902893,-0.07293042540550232,0.3835598826408386,0.35516729950904846,-0.09409144520759583,0.4052291810512543,0.37237024307250977,-0.10213477909564972,0.45097070932388306,0.27446258068084717,-0.027426745742559433,0.4003876745700836,0.2374173104763031,-0.08511831611394882,0.4441992938518524,0.34768640995025635,-0.08652998507022858,0.4631807208061218,0.3455863296985626,-0.07428361475467682,0.5130027532577515,0.25233229994773865,-0.04619263857603073,0.4722696542739868,0.22128677368164062,-0.10463850200176239,0.5049002766609192,0.3326221704483032,-0.08025925606489182,0.5167968273162842,0.3327915370464325,-0.04943550378084183,0.5802167654037476,0.23326778411865234,-0.06818444281816483,0.5374882221221924,0.2075381577014923,-0.09558254480361938,0.5527437329292297,0.29418954253196716,-0.07183653861284256,0.5664804577827454,0.3064674139022827,-0.04743785038590431,0
0.5298914909362793,0.5907068848609924,-1.0328417374694254e-06,0.4905795156955719,0.5377296805381775,0.014624013565480709,0.4640369117259979,0.47902414202690125,0.004939669277518988,0.4251756966114044,0.4280518889427185,-0.011965706944465637,0.3785528540611267,0.3984221816062927,-0.02909121662378311,0.43466418981552124,0.3642977178096771,-0.001473805750720203,0.3484392762184143,0.3872186243534088,-0.034847360104322433,0.3561255931854248,0.45194411277770996,-0.05236225575208664,0.3754151463508606,0.4909819960594177,-0.0589955635368824,0.4392921030521393,0.3651365339756012,-0.02296263538300991,0.3334788680076599,0.4232208728790283,-0.04642852768301964,0.3521745204925537,0.5014638900756836,-0.04813619330525398,0.3759867548942566,0.5334780216217041,-0.04663975164294243,0.44880861043930054,0.3826114535331726,-0.0454087033867836,0.3456643223762512,0.46315205097198486,-0.062051329761743546,0.37260448932647705,0.5439349412918091,-0.04843520000576973,0.39972200989723206,0.563363254070282,-0.03920218348503113,0.46587851643562317,0.4134398102760315,-0.06708041578531265,0.381827712059021,0.4935746192932129,-0.07975328713655472,0.39708468317985535,0.5570294857025146,-0.06837549805641174,0.424618124961853,0.5693216323852539,-0.05709989741444588,0
0.5337112545967102,0.4889482855796814,-8.16551278148836e-07,0.46007484197616577,0.5062355995178223,-0.022076694294810295,0.38608866930007935,0.4820121228694916,-0.03528450429439545,0.345171183347702,0.427592933177948,-0.05033447965979576,0.3354133367538452,0.36386042833328247,-0.0601927824318409,0.38896915316581726,0.3614981770515442,-0.007747352588921785,0.34720784425735474,0.33082032203674316,-0.047705553472042084,0.3746629059314728,0.39700746536254883,-0.06545905023813248,0.39613592624664307,0.41542288661003113,-0.07164356112480164,0.42813926935195923,0.3301208019256592,-0.014499491080641747,0.3862820267677307,0.29972413182258606,-0.05539333447813988,0.4203047752380371,0.38269758224487305,-0.058070119470357895,0.4426378309726715,0.3900904357433319,-0.04903039336204529,0.4716770052909851,0.3086799681186676,-0.028337663039565086,0.4359973967075348,0.2798125147819519,-0.06907397508621216,0.46345219016075134,0.36202919483184814,-0.05137854069471359,0.4806215763092041,0.3686954379081726,-0.028266143053770065,0.5209053754806519,0.2923593521118164,-0.04441642761230469,0.4855349063873291,0.26735010743141174,-0.06373462826013565,0.497477650642395,0.33166807889938354,-0.04575158283114433,0.5118000507354736,0.34573936462402344,-0.026434985920786858,0
0.307973712682724,0.32062989473342896,-9.971679446607595e-07,0.2291741520166397,0.34333834052085876,-0.03431498259305954,0.13876330852508545,0.3106622099876404,-0.05475538596510887,0.08826025575399399,0.24672716856002808,-0.07543686032295227,0.0762731060385704,0.1691104769706726,-0.08861273527145386,0.1438254565000534,0.15478867292404175,-0.02232884243130684,0.0882105752825737,0.12284251302480698,-0.07573436200618744,0.12321039289236069,0.20801591873168945,-0.09665340930223465,0.1513703316450119,0.2340998351573944,-0.1026480421423912,0.1921059489250183,0.12291686981916428,-0.027605412527918816,0.1318461298942566,0.08948706835508347,-0.08342128992080688,0.17366184294223785,0.20078039169311523,-0.0845039039850235,0.20362509787082672,0.21068567037582397,-0.07007110118865967,0.24591165781021118,0.10399696230888367,-0.04212775081396103,0.19634254276752472,0.07667656242847443,-0.09870383888483047,0.23165856301784515,0.18793299794197083,-0.07431884855031967,0.258356511592865,0.19596417248249054,-0.04170098900794983,0.30726760625839233,0.08968357741832733,-0.059774741530418396,0.2611815333366394,0.06646282225847244,-0.09029820561408997,0.2735288441181183,0.14779776334762573,-0.07014297693967819,0.2929222583770752,0.16449382901191711,-0.04595398157835007,0
0.43339094519615173,0.38900893926620483,-1.0058702173409984e-06,0.3437959849834442,0.41986414790153503,-0.044627491384744644,0.26041239500045776,0.4204626679420471,-0.07473674416542053,0.20642003417015076,0.4115319848060608,-0.10047933459281921,0.21973860263824463,0.3830025792121887,-0.11867783963680267,0.21159327030181885,0.20257656276226044,-0.04620544612407684,0.2136930227279663,0.3086734712123871,-0.08654290437698364,0.25998374819755554,0.36741116642951965,-0.10219062864780426,0.2757834792137146,0.36678141355514526,-0.11028299480676651,0.2683654725551605,0.15881532430648804,-0.0484171099960804,0.27995556592941284,0.30200499296188354,-0.08686570823192596,0.3222924768924713,0.36466464400291443,-0.08816428482532501,0.32852426171302795,0.3559481203556061,-0.08413562923669815,0.3371751308441162,0.14634522795677185,-0.05730004236102104,0.3460589647293091,0.2883060872554779,-0.09800375998020172,0.3756098449230194,0.3456335663795471,-0.08637279272079468,0.37908750772476196,0.3327659070491791,-0.0717117115855217,0.4069117307662964,0.15203794836997986,-0.07098078727722168,0.41000062227249146,0.25956854224205017,-0.09494782984256744,0.42294204235076904,0.30878904461860657,-0.08726237714290619,0.42545366287231445,0.3021578788757324,-0.07601282745599747,0
0.4886147379875183,0.34811243414878845,-8.293961286653939e-07,0.43944889307022095,0.41288572549819946,-0.07057668268680573,0.3898317217826843,0.4644499719142914,-0.12452033162117004,0.3645447790622711,0.4938206970691681,-0.1667579710483551,0.3739393949508667,0.4812394976615906,-0.20454858243465424,0.35202425718307495,0.28113219141960144,-0.12824179232120514,0.3652907609939575,0.4171643555164337,-0.16904987394809723,0.3959260582923889,0.4676293730735779,-0.18612559139728546,0.4069325923919678,0.46245089173316956,-0.1992456316947937,0.41060948371887207,0.23374399542808533,-0.1186271384358406,0.43885573744773865,0.4131639897823334,-0.15759198367595673,0.47100597620010376,0.46103790402412415,-0.16369836032390594,0.48695099353790283,0.45863932371139526,-0.16984716057777405,0.47233396768569946,0.22024625539779663,-0.11038808524608612,0.49651166796684265,0.3998088836669922,-0.14422592520713806,0.523969292640686,0.44136741757392883,-0.13287892937660217,0.5350459814071655,0.43668103218078613,-0.12574684619903564,0.5258923768997192,0.22877703607082367,-0.10835780948400497,0.5430507659912109,0.35655272006988525,-0.13328173756599426,0.5575311183929443,0.39819127321243286,-0.12383377552032471,0.5629720687866211,0.40246134996414185,-0.11401218175888062,0
0.6089087724685669,0.3180142641067505,-5.033221555095224e-07,0.5259894728660583,0.35076963901519775,-0.050605904310941696,0.4427938163280487,0.3619720935821533,-0.07797929644584656,0.38983777165412903,0.33381199836730957,-0.10034370422363281,0.40635642409324646,0.2641884386539459,-0.11427708715200424,0.4008437693119049,0.15997502207756042,-0.018915511667728424,0.3990134596824646,0.2507613003253937,-0.04992825165390968,0.42841270565986633,0.3035978376865387,-0.06506706029176712,0.43616122007369995,0.2952883541584015,-0.07292217016220093,0.44467487931251526,0.1283969283103943,-0.010047964751720428,0.45061373710632324,0.2345079481601715,-0.04009490832686424,0.4811983108520508,0.2893844246864319,-0.04700286686420441,0.4863356053829193,0.2792534828186035,-0.04581247642636299,0.4910506010055542,0.1259089708328247,-0.009498322382569313,0.49967655539512634,0.2266596555709839,-0.042864199727773666,0.5232494473457336,0.2766101062297821,-0.03723248466849327,0.5277488231658936,0.2708800435066223,-0.0256437286734581,0.535179853439331,0.14427782595157623,-0.014204569160938263,0.5420805215835571,0.22220325469970703,-0.032466426491737366,0.5603386163711548,0.2577809691429138,-0.025646939873695374,0.5647010803222656,0.25306326150894165,-0.013669577427208424,0
0.7377873063087463,0.6407702565193176,-4.82706013826828e-07,0.6560420989990234,0.6705862283706665,-0.057014402002096176,0.5748088955879211,0.700219988822937,-0.09960325062274933,0.5411185026168823,0.7445341944694519,-0.13444122672080994,0.5728220343589783,0.7673820853233337,-0.16372787952423096,0.5760084390640259,0.5133863091468811,-0.08381882309913635,0.6005893349647522,0.7065176963806152,-0.13294373452663422,0.6205804347991943,0.7432005405426025,-0.16212250292301178,0.6231833696365356,0.712135910987854,-0.18196378648281097,0.6581229567527771,0.4828729033470154,-0.08440227806568146,0.6851720213890076,0.7141156792640686,-0.1272071748971939,0.6908632516860962,0.7260686159133911,-0.1387404054403305,0.6738423109054565,0.6660884618759155,-0.1474982649087906,0.741303026676178,0.48961883783340454,-0.0902722030878067,0.7536710500717163,0.7015631794929504,-0.12699586153030396,0.750595211982727,0.7086014747619629,-0.11300060898065567,0.739508867263794,0.6613826751708984,-0.10070367902517319,0.8129884004592896,0.5143278241157532,-0.10341746360063553,0.8144512176513672,0.6601905822753906,-0.13009725511074066,0.8047918677330017,0.6721731424331665,-0.12194681912660599,0.7954370975494385,0.6405683755874634,-0.11165941506624222,0
0.730741560459137,0.7352084517478943,-1.8621031472321192e-07,0.6327380537986755,0.7775017619132996,-0.06673072278499603,0.5471673011779785,0.8167558312416077,-0.11868569254875183,0.5277560949325562,0.8932167291641235,-0.158926859498024,0.5576820373535156,0.9642417430877686,-0.19455890357494354,0.5698555707931519,0.6563135385513306,-0.12914681434631348,0.5741102695465088,0.8679598569869995,-0.17631028592586517,0.5946603417396545,0.8554252982139587,-0.20169411599636078,0.5980044007301331,0.7906985282897949,-0.22089016437530518,0.6633502244949341,0.6244398355484009,-0.12463018298149109,0.6742992997169495,0.9104530811309814,-0.1584901213645935,0.6871360540390015,0.8682548403739929,-0.15988267958164215,0.6833304762840271,0.7821666598320007,-0.16489894688129425,0.7535229325294495,0.6331778764724731,-0.12198290228843689,0.7511271238327026,0.9022525548934937,-0.1449378877878189,0.7540659308433533,0.8546603918075562,-0.1139582023024559,0.7484735250473022,0.7729026079177856,-0.0941924899816513,0.828228235244751,0.6688030958175659,-0.12866832315921783,0.8174214959144592,0.865540623664856,-0.15465489029884338,0.8143154382705688,0.8302655816078186,-0.1409241259098053,0.8097997903823853,0.7550328969955444,-0.12588205933570862,0
